id,job_title,descr50,job_level,job_grp,vert_grp,notes,del_doc_path,del_doc_name,beroep_cd,code_fnc,schaalsrt,schaalcode,kmrateint,productiv,prodpct,xdefratelv,inttar,exttar,docid,roleid,rolelevel,scalemin,scalemax,wkcp_risk,division,syscreated,syscreator,sysmodified,sysmodifier,sysguid,
1548,PTPM        ,Nhân viên phát triển phần mềm                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,08:12.1,0,08:12.1,0,95899DB7-2389-4CCE-B026-2DDD4075F7B2,
2844,PTSP        ,Chuyên viên phát triển sản phẩm               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:02.8,0,09:02.8,0,31633399-97E3-4B42-BE86-668BA7605A42,
1835,PX          ,Phụ xe                                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,33:08.0,0,33:08.0,0,C5091A42-6F62-4C5F-98FE-B4917FBE2B85,
1322,QA MAN      ,Quality Assurance Manager                         ,15,RD        ,QA        ,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,,
,,,,0,0,,101,15:33.8,0,15:33.8,0,6380E6CE-D001-449A-8414-7BF9B3DAA489,,,,,,,,,,,,,,,,,,,
1535,QCOEM       ,Nhân viên QC                                      ,10,STAFF     ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,37:13.9,0,37:13.9,0,40C69EC3-265B-4659-B296-1BBCC7F837DF,
2855,QDCA        ,Chuyên viên quay dựng và chụp ảnh             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,02:50.7,0,02:50.7,0,086A4922-ACB2-42AB-8482-C7F9B387F340,
1443,QDPX        ,Quản đốc phân xưởng                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,07:06.5,0,07:06.5,0,8BA7D282-1FE4-4DDD-B153-E5C151F368C3,
1320,QE          ,Quality Engineer                                  ,12,RD        ,QA        ,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,,
,,,,0,0,,101,15:33.8,0,15:33.8,0,00A2599B-FD70-4F97-BEAF-6F6122A329B2,,,,,,,,,,,,,,,,,,,
1510,QL          ,Quản lý Thị Trường Myanmar                    ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,45:41.8,0,45:41.8,0,9F6A6392-BEB0-4D1D-951E-0C14D4706D76,
1727,QL NHOM HANG,Quản lý Nhóm hàng                             ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,45:43.9,0,45:43.9,0,542E44C2-E8C6-4E04-8302-158C19EEC8A4,
1505,QL PG/PB    ,Quản lý PG/PB                                   ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,30:06.0,0,30:06.0,0,2F4036A4-349B-4B08-AF52-DF02A25CDF64,
1819,QLBHUQ      ,Quản lý bảo hành ủy quyền                   ,10,,,1963,,,,,,,0,0,0,,0,0,,,3,0,0,,101,05:42.5,0,05:42.5,0,A85FFE3D-068B-409B-99AE-66AC06F4B8EC,
1553,QLDA        ,Quản lý dự án                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:26.4,0,09:26.4,0,4C6FBC80-C496-4210-A0DF-5D9EAA88B158,
1643,QLDGD       ,Quản lý ngành hàng Điện gia dụng            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:40.4,0,20:40.4,0,735518F5-E709-4DFB-909E-54ED95E9D5B1,
2856,QLDT        ,Quản lý đầu tư                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:34.9,0,53:34.9,0,E25B83D1-CF6A-49DD-83D8-8FF1070C6F92,
1786,QLKH        ,Quản lý khách hàng                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,16:55.3,0,16:55.3,0,29D2896D-A58B-4B9A-9390-C67923B3258A,
1624,QLNH        ,Quản lý nhãn hàng (Brand manager)             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,43:47.5,0,43:47.5,0,F1AE70FD-DEDD-4E6C-8B74-503A5F703171,
1787,QLNHĐDNB    ,Quản lý ngành hàng ĐDNB TQ                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,23:19.0,0,23:19.0,0,91FEB424-C451-4EFC-91EC-342F50164B68,
2845,QLPTSP      ,Trưởng bộ phận phát triển sản phẩm         ,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,,
,,,3,0,0,,101,11:25.1,0,11:25.1,0,97DBF4F8-7C44-4113-A208-3EC21E456284,,,,,,,,,,,,,,,,,,,
1628,QLTL        ,Quản lý Kênh GT Chuỗi shop bếp MB + MT        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,33:43.9,0,33:43.9,0,3E52C4CB-F78B-4378-9C83-0B1ACFB7B4EC,
1509,QLTT        ,Quản lý TT Myanmar                              ,10,KDTT      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,43:04.5,0,43:04.5,0,4D608803-6143-4F60-BFA4-519552B9348E,
1619,QLTH        ,Quản lý thương hiệu                            ,10,KDTT      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:44.2,0,37:44.2,0,5E1D3704-0E1E-41B7-AE25-BA814F80FF2C,
1325,RECEPTION   ,Facilities Staff                                  ,10,STAFF     ,FAC       ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,647905CA-AE2A-4097-9EF1-83B4FF107FCE,
1626,RMA         ,Nhân viên kỹ thuật RMA                          ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:47.6,0,42:47.6,0,F0A31C9A-4CE0-45FC-AFDD-0A94E39FCC9B,
1751,RMA&QC      ,Nhân viên RMA kiêm QC                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,25:25.7,0,25:25.7,0,F29B00D5-118F-4D9E-AC46-49AF626C1364,
1522,RSM         ,Giám đốc bán hàng Miền                         ,10,QLTKTL    ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,12:43.5,0,12:43.5,0,17CEA210-0AC5-40EB-A339-69F6264AC2B2,
1589,RSM (EC)    ,Giám đốc Kênh Emerging Channel Miền Bắc        ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:12.7,0,09:12.7,0,F9CE1CAB-1BA8-48DA-A2DE-DA555037115F,
1326,SAL         ,Sales Staff                                       ,13,SM        ,SALES     ,,,GR2                                                                                                                             ,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,6B21442D-3F30-4F55-BCD7-C0E6FFF16ABF,
1328,SAL MAN     ,Sales Manager                                     ,15,SM        ,SALES     ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,BA80601B-5C6F-41A5-92CC-6EA8B1F58095,
1332,SAL SUP     ,Sales Support Staff                               ,12,SM        ,SALESSUPP ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,CF7C183C-73F9-43D0-ACFD-6672458C49CD,
1411,SALE MANAGER,Sales Manager                                     ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,49:40.6,0,49:40.6,0,CC61616B-64B0-4CA4-8B01-9F9315BCB27C,
1335,SD MAN      ,Product Development Manager                       ,15,RD        ,APPDEV    ,2,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,1846D096-17F9-4047-9D2D-4C021036F79C,
1338,SE          ,Product Developer                                 ,12,RD        ,APPDEV    ,1,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,7CE1E22D-055F-4659-AABA-F504843AF327,
1342,SEC         ,Secretary                                         ,11,STAFF     ,S         ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,0A793272-41B5-4667-8A8F-179D9B99F80E,
1529,SEO         ,Nhân viên SEO                                     ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,51:11.9,0,51:11.9,0,9D06928C-8756-44B3-AB57-EDC52FE92532,
2862,SHTQ        ,Phụ trách Sunhouse Trung quốc                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,34:56.6,0,34:56.6,0,598248FA-ACB1-40EF-A88D-A839B98EF242,
1705,SOM         ,Quản lý Sellout                                 ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,40:23.7,0,40:23.7,0,59A8DECA-822A-497F-9F0E-E977807EEC57,
1723,SOML        ,Trưởng nhóm Quản lý Sell-out                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,11:36.9,0,11:36.9,0,CA591DEF-F627-4A7B-86B0-B7D87DE6B477,
1812,SOS         ,Quản lý sale-out                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,12:31.4,0,12:31.4,0,2D4A1A9A-2933-4FB2-AAF6-EDBBF8D69FD2,
1344,SUP         ,Customer Support Staff                            ,12,SUPP      ,CS        ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,DD1E7AF1-6898-42C1-B404-A34CD0604E1B,
1346,SUP EXP     ,Special Support Staff                             ,13,SUPP      ,SPSUPP    ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,959C9ED8-6394-4560-80D7-3A490EEE2420,
1347,SUP MAN     ,Customer Support Manager                          ,15,SUPP      ,CS        ,,,,,,,,0,0,0,,0,0,,,,,0,0,,101,15:33.8,0,15:33.8,0,C2E1BB31-C6E6-4BB1-A3A1-61770C4364C5
1402,SYSSUP MGR  ,System Support Manager                            ,15,SUPP      ,SYSSUPP   ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,3B2194CE-308D-42AE-A34D-0BF660ABA486,
1460,TB QLDA     ,Trưởng ban QL Dự án                            ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,04:44.9,0,04:44.9,0,A26686A9-DBA6-4487-81B8-9515CC923683,
1831,TBKSNB      ,Trưởng ban Kiểm soát nội bộ                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,02:58.2,0,02:58.2,0,3D98BCB0-E1AA-4DEE-9310-AA9FFDF881EB,
1632,TBP BH      ,Trưởng bộ phận bảo hành                      ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,41:09.6,0,41:09.6,0,EA848C8F-C4F9-4348-B362-8F3006D806C2,
1752,TBP C&B     ,Trưởng bộ phận C&B                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,41:05.0,0,41:05.0,0,FC5184E4-B253-4274-9C87-58D11041B1A3,
1700,TBP CALL    ,Trưởng bộ phận callcenter                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,31:15.2,0,31:15.2,0,F7C599AD-19BD-46FB-800A-9BD8684737E5,
1654,TBP DMS     ,Trưởng bộ phận DMS                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,05:31.7,0,05:31.7,0,8271EE6F-A034-4A79-A843-08F93B8E9583,
1473,TBP EVENT   ,Trưởng Bộ phận Event                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:51.1,0,09:51.1,0,C1A56217-4D1A-4702-A954-A4D7A297454D,
1551,TBP HC      ,TBP Hành Chính                                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,55:24.3,0,55:24.3,0,307AEB1C-BCEE-4E78-8B8D-610CA8075357,
1492,TBP HCNS NM ,Trưởng BP HCNS NM                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,56:10.4,0,56:10.4,0,7C490258-C03D-45B5-8539-04B28BB2B3E2,
2869,TBP HT      ,Trưởng bộ phận hỗ trợ                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,31:37.2,0,31:37.2,0,7FA9CF69-6DB4-4807-BB10-6D433D58E94A,
1616,TBP K       ,TBP Kho Triều Khúc                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,12:17.9,0,12:17.9,0,4A5FD1BC-A3FE-4C9B-94C3-DCBE62B25A61,
1598,TBP KTCN    ,TBP Kế toán công nợ                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,17:57.2,0,17:57.2,0,3CFFDD6C-6C16-4B62-9861-DADC6850392A,
1599,TBP KTT     ,TBP Kế toán thuế                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:44.1,0,20:44.1,0,ACFBC5CD-59DF-42F6-8804-4703A587E0D1,
1597,TBP KTVT    ,TBP Kế toán vật tư                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,08:14.5,0,08:14.5,0,EEC233AA-D5CD-4447-85E7-31C129DB6353,
1652,TBP KHVT    ,"Trưởng bộ phận kế hoạch vật tư, linh kiện  ",10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,32:59.3,0,32:59.3,0,8BC9B5EE-6660-428F-A2A4-2C2BD7DAFBBC,
1664,TBP MKTSP   ,Trưởng bộ phận MKT sản phẩm                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,32:46.1,0,32:46.1,0,4E084638-AC31-4F3F-A2B5-26D2827599AF,
1666,TBP MKTTH   ,TBP Marketing thương hiệu                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:31.2,0,37:31.2,0,815B53B2-D1AD-43CD-B908-09B5C6476853,
1712,TBP PC      ,Trưởng bộ phận Pháp chế                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,38:55.7,0,38:55.7,0,A2223947-DCFB-482F-AEC2-EE5BA8904623,
1714,TBP R&D     ,TBP R&D/PCB                                       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,47:29.1,0,47:29.1,0,A2964F7E-1B01-4C16-9C99-4767645309C9,
1701,TBP RMA     ,Trưởng bộ phận RMA                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,32:44.1,0,32:44.1,0,18A3F6B7-F99A-4DB5-85DC-0D16406DA18B,
1780,TBP SO      ,Trưởng bộ phận SO                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,01:01.0,0,01:01.0,0,C4624C41-9816-4882-ABC7-B4AA350E18D4,
1612,TBP TT      ,TBP truyền thông thương hiệu                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,45:17.9,0,45:17.9,0,52B7A790-C3BC-4E53-830C-808FEABB9E38,
1537,TBP TRADE   ,Trưởng bộ phận Trade Marketing                 ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,07:41.3,0,07:41.3,0,FF0A3130-53FD-4BB5-BCEF-0782A6D911B2,
1756,TBPBHTL     ,Trưởng bộ phận bán hàng thanh lý              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,49:53.3,0,49:53.3,0,854B052F-E4CA-49F3-9C05-70B84241E3F3,
1693,TBPDIGIMKT  ,TBP Digital Marketing                             ,10,SM        ,MKT       ,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,10:56.1,0,10:56.1,0,B7A54AF4-66F9-407A-BB5A-14CAB835C06A,
1474,TBPEVENT    ,Trưởng bộ phận Event                           ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,12:12.0,0,12:12.0,0,8B667EA9-1542-427E-83A0-C3D06BA60A32,
1651,TBPGD       ,Trưởng bộ phận giao dịch                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:17.8,0,37:17.8,0,72D82860-7F41-419C-9B03-97DAF66A7F72,
1498,TBPK        ,Trưởng Bộ Phận Kho                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,18:05.9,0,18:05.9,0,39C0D8CE-907E-4C3F-A167-20CB17EB6F1A,
1442,TBPKD       ,Trưởng bộ phận kinh doanh                      ,10,KDTT      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,06:38.3,0,06:38.3,0,EF8B432D-3FF4-4C55-B46C-A90749F17518,
1710,TBPKLK      ,Trưởng bộ phận kho linh kiện bảo hành       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:57.3,0,37:57.3,0,9A7802A2-5F6B-4285-87AD-7221943A17DF,
2857,TBPKT       ,Trưởng bộ phận kỹ thuật                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,18:50.0,0,18:50.0,0,DA598328-9971-4BD1-94E1-CAB47F1393F8,
1832,TBPKTTT     ,Trưởng bộ phân kế toán thanh toán              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,03:47.1,0,03:47.1,0,A9372B92-F350-4BA6-81C3-7F7D892A65CF,
1739,TBPKH       ,TBP Kế hoạch MPL                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,26:34.7,0,26:34.7,0,F218F347-4FB9-4F72-BBD7-67B43B7296AD,
1668,TBPLOG      ,TBP Logistic                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,51:47.2,0,51:47.2,0,C3F9F570-AE57-413C-AD54-0BD1A72EB06F,
2866,TBPMH       ,Trưởng bộ phận mua hàng                       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,25:42.7,0,25:42.7,0,3EADD2A2-B4D1-452F-A1E9-C93D3F977BBA,
2852,TBPMPL      ,Trưởng bộ phận kho vận                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,54:56.1,0,54:56.1,0,564A9FCA-BF11-4877-8390-9A02D1F08560,
1682,TBPMQT      ,Trưởng bộ phận Mua hàng QT                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,34:59.2,0,34:59.2,0,0FE3E8D5-257E-4E81-93B2-1B415D872F33,
1711,TBPPC       ,Trưởng bộ phận Pháp chế                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,27:59.0,0,27:59.0,0,2E774896-F1DD-4A88-B9F7-EDD8ECD6A821,
1837,TBPQC       ,Trưởng bộ phận QC                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,58:17.3,0,58:17.3,0,41AD87EC-A7F6-443F-B98E-990561EBA0CB,
1519,TCN         ,Trưởng Chi Nhánh Miền Trung                    ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,52:18.5,0,52:18.5,0,21735491-2554-43AA-9C75-5D5E3CC53FEE,
1678,TCNIN       ,Trưởng chi nhánh Indonesia                      ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,39:22.3,0,39:22.3,0,070011EA-0572-4C5F-83A1-70E673DD05DA,
1538,TDDT        ,Tuyển dụng và đào tạo                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:03.7,0,09:03.7,0,D82C5361-78D5-4399-B5BE-20BC8C947AE8,
1742,TESTER      ,Nhân viên Tester                                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,03:20.5,0,03:20.5,0,A1CA53EF-EDD9-490B-9E77-A8D3276CC588,
1450,TGD         ,Tổng giám đốc                                  ,10,QLTKTL    ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,58:45.2,0,58:45.2,0,04784FFB-1271-4863-9C67-1248A41F6834,
1414,TGĐ         ,Tổng Giám Đốc                                   ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,28:20.1,0,28:20.1,0,3E2FFAB5-8D1F-47EF-98C8-0C7E2245435F,
1483,TK          ,Thủ kho                                          ,10,QLTKTL    ,,1964,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,47:52.4,0,47:52.4,0,F288C787-1817-49EB-A823-DAD12AA6C57D,
1660,TK DMX      ,Thủ kho DMX                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,48:13.5,0,48:13.5,0,74147F6C-E30F-4817-B932-1E7310AE5B90,
1638,TK RMA      ,Thủ kho DMX                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:54.9,0,20:54.9,0,12951765-DB7A-4601-86C8-F517CAC1E092,
1649,TK TRADE    ,Thư ký Trade Operation                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,10:08.6,0,10:08.6,0,95DFF94A-9DE7-4C03-A806-53ED2D5CAE7D,
1451,TKBH        ,Thư ký bảo hành                                ,10,QLTKTL    ,,1965,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,58:00.3,0,58:00.3,0,2C07F034-C161-4300-ACF1-E9326A7B04C9,
1620,TKBHUQ      ,Thư ký bảo hành ủy quyền                     ,10,,,1966,,,,,,,0,0,0,,0,0,,,3,0,0,,101,13:21.2,0,13:21.2,0,7A7C2C0F-1BD2-4D56-904C-FDC9D518E08F,
1592,TKCTHDQT    ,Thư ký Chủ tịch HĐQT                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:29.5,0,20:29.5,0,8B01FCDD-629D-44CE-8283-6F20A089818A,
1584,TKD         ,Chuyên viên thiết kế điện                      ,10,SUPP      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:21.3,0,42:21.3,0,CA3FE909-6549-4099-A4EC-23F46E22D471,
1769,TKDMX       ,Thủ kho Điện máy xanh                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:19.4,0,53:19.4,0,371686E9-4FCF-49B9-863F-47F2499CEF4D,
2871,TKĐMX       ,Thư ký bảo hành ĐMX                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,31:32.7,0,31:32.7,0,5291DDF1-1B5B-4DC3-B35D-ABD8886DB131,
1765,TKGN        ,Thư ký Giao nhận                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,52:10.3,0,52:10.3,0,C3F9B4B3-BFA6-4D16-A3EF-13239E8451FC,
1574,TKGNCT      ,Thư ký giao nhận chứng từ kho Sơn Hà         ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:10.2,0,09:10.2,0,FBA310D4-C029-43F2-A6F7-CB7626018CA4,
1617,TKK         ,Thư ký kho                                       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,13:40.4,0,13:40.4,0,E157F3D5-F20C-4398-AD18-DA8990C5D525,
1478,TKKD        ,Thư ký kinh doanh                                ,10,QLTKTL    ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,00:55.5,0,00:55.5,0,F4BBAA14-5FFB-43B5-8959-F1EA396F6A72,
1793,TKKDCS      ,Thư ký kinh doanh nhóm chính sách             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,45:37.6,0,45:37.6,0,BDB1ECA5-DD36-40CC-8101-AA6735EB3B73,
1791,TKKDDH      ,Thư ký kinh doanh nhóm đơn hàng                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,45:01.2,0,45:01.2,0,266121A0-DB15-4AD4-8FE6-346E33665EB1,
1792,TKKDKH      ,Thư ký kinh doanh nhóm kế hoạch               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,45:18.7,0,45:18.7,0,C7F45327-5B42-4F0D-B3F6-BA07498FDB55,
1734,TKKKT       ,Thư ký kho Kỹ thuật bảo hành                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,48:59.5,0,48:59.5,0,CB34BA7D-577E-4229-AFC3-558A90762203,
1615,TKLK        ,Thủ kho linh kiện                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,59:41.6,0,59:41.6,0,6DC43D3B-5FCE-4D02-85F3-EA44CD6BAE5D,
1707,TKNH        ,Thư ký ngành hàng                              ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,34:28.6,0,34:28.6,0,7205747F-3252-4980-8C93-DBF176E87247,
1772,TKONSITE    ,Thư ký Onsite                                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,54:06.4,0,54:06.4,0,6AEC4BE0-2CCF-4D8C-959B-414A10EAA7B5,
1659,TKRMA       ,Thủ kho RMA                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,26:16.4,0,26:16.4,0,A89D2C2F-0DC9-46AB-99BC-20FC75026193,
1593,TKTGD       ,Thư ký ban Tổng giám đốc                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,29:20.2,0,29:20.2,0,6C673E71-FF5F-4238-BE15-A7E1A37EF6C6,
1637,TKTH        ,Thư ký bảo hành tổng hợp                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,15:36.2,0,15:36.2,0,939DBB52-73D0-43B7-B07E-F4352C7E7001,
1631,TKTRADE     ,Thư ký Trade Marketing Toàn quốc               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:16.0,0,53:16.0,0,A9015236-866D-43A8-9F15-3492517353C8,
2872,TKXĐ        ,Thư ký bảo hành xuất đổi                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,32:25.1,0,32:25.1,0,D502F9B1-F3CE-4AB5-A1C6-FE70662D5059,
1564,TL          ,Trợ lý Kênh MT DMX Toàn quốc                  ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,41:14.0,0,41:14.0,0,F97630DB-5B81-44A3-9A0D-890124434B8C,
1728,TL NHOM HANG,Trợ lý Nhóm hàng                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,46:04.5,0,46:04.5,0,F081235A-0AD2-4C5E-BF21-79FD1B941CDA,
1746,TLCDD       ,Trợ lý CDD                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,58:51.5,0,58:51.5,0,3685A862-5D4A-441F-AA34-768046769D41,
1462,TLCTHĐQT    ,Trợ lý CTHĐQT                                   ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,40:46.8,0,40:46.8,0,CB1FD3C9-044D-4CF6-9AB4-74EDCB0D88BF,
1817,TLDTNB      ,Trợ lý Kênh MT Food&Nonfood Toàn quốc         ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,28:08.6,0,28:08.6,0,7C657E66-D57F-4B21-A0D5-86CD38C4E701,
1830,TLGD        ,Trợ Lý Giám Đốc                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,51:26.4,0,51:26.4,0,F35E1C85-2288-43C7-99EA-D437514FB0DB,
1680,TLGDBH      ,Trợ lý GĐ bảo hành Toàn quốc                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,08:21.9,0,08:21.9,0,2CBA5781-270B-4502-B813-BF4F52F338E1,
1691,TLGDNS      ,Trợ lý Giám đốc nhân sự TQ                   ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,25:21.5,0,25:21.5,0,543AF7DB-EF93-45BC-B0FE-00DA185EBA38,
1577,TLGĐCL      ,Trợ lý giám đốc chất lượng toàn quốc      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,24:14.8,0,24:14.8,0,1E6A40C9-ADCB-483E-ACEE-AAE43874D4B2,
1640,TLGT        ,Trợ lý Giám đốc kênh GT Toàn quốc           ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,11:21.9,0,11:21.9,0,615AB5D0-A0AE-4EA4-AD74-3BB34971EDDC,
